抓取時間,是否開放申購,產品名稱,產品代碼,ISIN_CODE,票面利率,到期日,計價幣別,申購參考報價,申購報價日,贖回參考報價,贖回報價日,配息頻率,風險報酬等級,申購資格,走勢圖連結,產品說明書連結
2026-09-25 11:51:23,是,美國公債ＸＸＩＩ,A703,US912810TR95,3.625,2053/05/15,USD,77.52,2026/09/24,74.06,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A703,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A703.pdf
2026-09-25 11:51:23,是,美國公債ＸＸＩＩＩ,A704,US912810TT51,4.125,2053/08/15,USD,84.50,2026/09/24,81.06,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A704,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A704.pdf
2026-09-25 11:51:23,是,微軟公司債券ＶＩＩ,A705,US594918BC73,3.500,2035/02/12,USD,90.48,2026/09/24,87.58,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A705,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A705.pdf
2026-09-25 11:51:23,是,微軟公司債券ＶＩＩＩ,A706,US594918CD48,2.675,2060/06/01,USD,55.48,2026/09/24,50.28,2026/09/24,半年,RR5,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A706,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A706.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券Ｉ,A707,US91324PEQ19,5.300,2030/02/15,USD,101.65,2026/09/24,99.48,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A707,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A707.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券ＩＩ,A708,US91324PCQ37,4.625,2035/07/15,USD,94.69,2026/09/24,91.77,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A708,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A708.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券ＩＩＩ,A709,US91324PBK75,6.875,2038/02/15,USD,110.43,2026/09/24,107.02,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A709,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A709.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券ＩＶ,A710,US91324PDT66,3.500,2039/08/15,USD,80.79,2026/09/24,77.17,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A710,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A710.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券Ｖ,A711,US91324PBU57,4.625,2041/11/15,USD,88.71,2026/09/24,84.25,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A711,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A711.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券ＶＩ,A712,US91324PCD24,4.250,2043/03/15,USD,84.41,2026/09/24,79.98,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A712,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A712.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券ＶＩＩ,A713,US91324PCR10,4.750,2045/07/15,USD,87.93,2026/09/24,83.03,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A713,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A713.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券ＶＩＩＩ,A714,US91324PDU30,3.700,2049/08/15,USD,72.93,2026/09/24,68.09,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A714,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A714.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券ＩＸ,A715,US91324PEK49,4.750,2052/05/15,USD,84.83,2026/09/24,80.01,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A715,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A715.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券Ｘ,A716,US91324PES74,5.875,2053/02/15,USD,98.70,2026/09/24,93.60,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A716,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A716.pdf
2026-09-25 11:51:23,是,聯合健康集團公司債券ＸＩ,A717,US91324PEW86,5.050,2053/04/15,USD,88.33,2026/09/24,83.39,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A717,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A717.pdf
2026-09-25 11:51:23,是,美林私人有限公司債券ＶＩ,A718,XS2711530076,5.100,2044/02/01,AUD,92.46,2026/09/24,86.26,2026/09/24,月,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A718,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A718.pdf
2026-09-25 11:51:23,否,美林私人有限公司債券ＶＩＩ,A719,XS2711531553,3.220,2034/01/25,CNY,104.72,2025/08/04,98.93,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A719,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A719.pdf
2026-09-25 11:51:23,是,威瑞森電信公司綠色債券Ｘ,A720,US92343VGW81,5.500,2054/02/23,USD,92.07,2026/09/24,86.77,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A720,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A720.pdf
2026-09-25 11:51:23,否,高盛金融公司國際有限公司債券ＩＶ,A721,XS2688994644,4.750,2032/03/01,USD,104.64,2025/08/26,96.90,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A721,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A721.pdf
2026-09-25 11:51:23,是,摩根士丹利金融有限責任公司債券ＶＩ,A722,XS2641755348,10.150,2039/02/26,ZAR,110.75,2026/09/24,105.62,2026/09/24,季,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A722,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A722.pdf
2026-09-25 11:51:23,是,美國公債ＸＸＩＶ,A724,US91282CJF95,4.875,2028/10/31,USD,100.56,2026/09/24,99.80,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A724,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A724.pdf
2026-09-25 11:51:23,是,沙烏地阿拉伯王國公債ＶＩＩ,A725,XS2548892020,5.500,2032/10/25,USD,101.26,2026/09/24,98.75,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A725,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A725.pdf
2026-09-25 11:51:23,是,美國運通公司永續發展債券Ｖ,A726,US025816CW76,4.050,2029/05/03,USD,98.69,2026/09/24,97.12,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A726,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A726.pdf
2026-09-25 11:51:23,是,高盛金融公司國際有限公司債券Ｖ,A727,XS2688646368,5.000,2029/05/01,USD,101.50,2026/09/24,98.59,2026/09/24,季,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A727,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A727.pdf
2026-09-25 11:51:23,否,寶馬美國資本有限責任公司債券ＩＩ,A729,USU09513JV24,4.900,2027/04/02,USD,102.39,2025/11/21,99.82,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A729,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A729.pdf
2026-09-25 11:51:23,是,寶馬美國資本有限責任公司債券ＩＩＩ,A730,USU09513JW07,4.900,2029/04/02,USD,100.20,2026/09/24,98.44,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A730,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A730.pdf
2026-09-25 11:51:23,否,寶馬美國資本有限責任公司債券ＩＶ,A731,USU09513JX89,5.150,2034/04/02,USD,98.51,2026/09/15,94.64,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A731,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A731.pdf
2026-09-25 11:51:23,是,梅賽德斯－賓士金融北美有限責任公司債券ＩＩ,A732,USU5876JAS43,5.000,2034/01/11,USD,96.42,2026/09/24,94.00,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A732,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A732.pdf
2026-09-25 11:51:23,是,福斯集團美國金融公司債券ＩＩ,A733,USU9273AED38,5.600,2034/03/22,USD,97.89,2026/09/24,95.43,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A733,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A733.pdf
2026-09-25 11:51:23,是,豐田汽車信貸公司債券Ｉ,A734,US89236TMF92,5.050,2029/05/16,USD,100.85,2026/09/24,99.28,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A734,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A734.pdf
2026-09-25 11:51:23,否,ＦＩＢＥＲＣＯＰ ＳＰＡ債券Ｉ,A736,XS2806380056,6.000,2034/09/30,USD,96.83,2025/03/07,94.49,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A736,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A736.pdf
2026-09-25 11:51:23,是,禮來公司債券Ｉ,A737,US532457CK20,4.500,2029/02/09,USD,100.16,2026/09/24,98.60,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A737,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A737.pdf
2026-09-25 11:51:23,是,禮來公司債券ＩＩ,A738,US532457CF35,4.700,2033/02/27,USD,98.20,2026/09/24,95.94,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A738,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A738.pdf
2026-09-25 11:51:23,是,禮來公司債券ＩＩＩ,A739,US532457CL03,4.700,2034/02/09,USD,97.15,2026/09/24,94.84,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A739,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A739.pdf
2026-09-25 11:51:23,是,輝瑞大藥廠公司永續發展債券ＩＩ,A740,US717081EW90,2.625,2030/04/01,USD,93.21,2026/09/24,91.20,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A740,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A740.pdf
2026-09-25 11:51:23,是,輝瑞大藥廠公司永續發展債券ＩＩＩ,A741,US717081FB45,1.750,2031/08/18,USD,86.39,2026/09/24,84.22,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A741,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A741.pdf
2026-09-25 11:51:23,是,亞培公司債券Ｉ,A742,US002824BG43,4.750,2036/11/30,USD,95.35,2026/09/24,92.44,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A742,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A742.pdf
2026-09-25 11:51:23,是,亞培公司債券ＩＩ,A743,US002819AC45,6.150,2037/11/30,USD,106.55,2026/09/24,103.19,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A743,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A743.pdf
2026-09-25 11:51:23,是,亞培公司債券ＩＩＩ,A744,US002824AV29,6.000,2039/04/01,USD,105.27,2026/09/24,101.23,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A744,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A744.pdf
2026-09-25 11:51:23,是,亞培公司債券ＩＶ,A745,US002824AY67,5.300,2040/05/27,USD,98.71,2026/09/24,94.61,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A745,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A745.pdf
2026-09-25 11:51:23,是,亞培公司債券Ｖ,A746,US002824BN93,4.750,2043/04/15,USD,91.00,2026/09/24,86.38,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A746,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A746.pdf
2026-09-25 11:51:23,是,國泰人壽新加坡公司次順位債券Ｉ,A747,XS2852920342,5.950,2034/07/05,USD,102.26,2026/09/24,99.29,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A747,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A747.pdf
2026-09-25 11:51:23,否,摩根士丹利金融有限責任公司債券ＶＩＩ,A748,XS2820408594,5.500,2039/07/10,USD,106.92,2025/09/12,92.16,2026/09/24,季,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A748,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A748.pdf
2026-09-25 11:51:23,是,高通公司債券ＩＩ,A749,US747525BS17,5.400,2033/05/20,USD,101.41,2026/09/24,99.10,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A749,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A749.pdf
2026-09-25 11:51:23,否,澳洲政府債券Ｉ,A750,AU3TB0000135,4.750,2027/04/21,AUD,102.21,2025/12/08,99.76,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A750,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A750.pdf
2026-09-25 11:51:23,是,澳洲政府債券ＩＩ,A751,AU000XCLWAG2,4.500,2033/04/21,AUD,98.00,2026/09/24,95.90,2026/09/24,半年,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A751,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A751.pdf
2026-09-25 11:51:23,是,澳洲政府綠色債券ＩＩＩ,A752,AU3TB0000200,4.250,2034/06/21,AUD,95.44,2026/09/24,93.36,2026/09/24,半年,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A752,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A752.pdf
2026-09-25 11:51:23,是,歐洲投資銀行綠色債券ＸＶ,A753,US298785KE52,4.375,2031/10/10,USD,98.95,2026/09/24,96.77,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A753,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A753.pdf
2026-09-25 11:51:23,是,松下控股公司債券Ｉ,A754,USJ6355LAD31,5.302,2034/07/16,USD,99.85,2026/09/24,96.52,2026/09/24,半年,RR3,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A754,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A754.pdf
2026-09-25 11:51:23,是,摩根士丹利金融有限責任公司債券ＶＩＩＩ,A755,XS2820406622,2.000,2044/08/13,JPY,74.07,2026/09/24,70.06,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A755,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A755.pdf
2026-09-25 11:51:23,否,聯合利華資本公司債券Ｉ,A756,US904764BS55,4.875,2028/09/08,USD,101.31,2026/09/17,99.43,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A756,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A756.pdf
2026-09-25 11:51:23,是,聯合利華資本公司債券ＩＩ,A757,US904764AH00,5.900,2032/11/15,USD,104.10,2026/09/24,101.70,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A757,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A757.pdf
2026-09-25 11:51:23,是,聯合利華資本公司債券ＩＩＩ,A758,US904764BT39,5.000,2033/12/08,USD,99.26,2026/09/24,96.89,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A758,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A758.pdf
2026-09-25 11:51:23,是,聯合利華資本公司債券ＩＶ,A759,US904764BV84,4.625,2034/08/12,USD,96.35,2026/09/24,93.94,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A759,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A759.pdf
2026-09-25 11:51:23,是,百事公司債券ＩＩＩ,A760,US713448FX12,4.500,2029/07/17,USD,99.66,2026/09/24,98.14,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A760,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A760.pdf
2026-09-25 11:51:23,是,百事公司債券ＩＶ,A761,US713448FY94,4.800,2034/07/17,USD,97.99,2026/09/24,95.51,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A761,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A761.pdf
2026-09-25 11:51:23,是,百事公司債券Ｖ,A762,US713448FZ69,5.250,2054/07/17,USD,95.15,2026/09/24,90.11,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A762,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A762.pdf
2026-09-25 11:51:23,是,可口可樂公司債券ＩＩ,A763,US191216DR86,5.000,2034/05/13,USD,100.03,2026/09/24,97.74,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A763,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A763.pdf
2026-09-25 11:51:23,是,可口可樂公司債券ＩＩＩ,A764,US191216DY38,4.650,2034/08/14,USD,97.98,2026/09/24,95.65,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A764,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A764.pdf
2026-09-25 11:51:23,是,可口可樂公司債券ＩＶ,A765,US191216CT51,3.450,2030/03/25,USD,96.64,2026/09/24,94.45,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A765,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A765.pdf
2026-09-25 11:51:23,是,可口可樂公司債券Ｖ,A766,US191216DS69,5.300,2054/05/13,USD,95.00,2026/09/24,90.02,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A766,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A766.pdf
2026-09-25 11:51:23,是,沃爾瑪公司債券ＩＩ,A767,US931142FD05,4.100,2033/04/15,USD,95.40,2026/09/24,93.13,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A767,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A767.pdf
2026-09-25 11:51:23,是,沃爾瑪公司債券ＩＩＩ,A768,US931142CB75,5.250,2035/09/01,USD,100.60,2026/09/24,97.70,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A768,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A768.pdf
2026-09-25 11:51:23,是,沃爾瑪公司債券ＩＶ,A769,US931142EC31,4.050,2048/06/29,USD,81.50,2026/09/24,76.68,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A769,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A769.pdf
2026-09-25 11:51:23,是,沃爾瑪公司債券Ｖ,A770,US931142EZ26,4.500,2052/09/09,USD,85.54,2026/09/24,80.60,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A770,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A770.pdf
2026-09-25 11:51:23,否,紐蒙特公司／紐克雷斯特金融公司債券ＩＩ,A771,US65163LAD10,5.750,2041/11/15,USD,,,94.67,2026/09/24,半年,RR3,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A771,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A771.pdf
2026-09-25 11:51:23,是,摩根士丹利金融有限責任公司債券ＩＸ－零息債,A772,XS2476732966,無,2035/02/28,USD,63.59,2026/09/24,59.58,2026/09/24,-,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A772,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A772.pdf
2026-09-25 11:51:23,否,摩根士丹利金融有限責任公司債券Ｘ－零息債,A773,XS2476732701,無,2043/03/09,USD,41.10,2026/08/14,34.90,2026/09/24,-,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A773,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A773.pdf
2026-09-25 11:51:23,是,南山人壽公司次順位債券Ｉ,A774,XS2888260564,5.450,2034/09/11,USD,94.99,2026/09/24,92.01,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A774,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A774.pdf
2026-09-25 11:51:23,是,高盛金融公司國際有限公司債券ＶＩ,A775,XS2688653224,5.000,2034/09/05,USD,90.96,2026/09/24,86.86,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A775,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A775.pdf
2026-09-25 11:51:23,是,高盛金融公司國際有限公司債券ＶＩＩ,A776,XS2688650550,4.500,2039/09/05,USD,90.63,2026/09/24,85.23,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A776,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A776.pdf
2026-09-25 11:51:23,是,摩根士丹利金融有限責任公司債券ＸＩ,A777,XS2919183793,5.000,2049/10/16,USD,87.72,2026/09/24,83.71,2026/09/24,季,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A777,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A777.pdf
2026-09-25 11:51:23,是,美林私人有限公司債券ＶＩＩＩ,A778,XS2814748393,4.500,2036/10/28,USD,94.25,2026/09/24,89.45,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A778,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A778.pdf
2026-09-25 11:51:23,是,美林私人有限公司債券ＩＸ,A779,XS2814739137,4.560,2044/11/01,USD,91.69,2026/09/24,85.29,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A779,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A779.pdf
2026-09-25 11:51:23,否,美林私人有限公司債券Ｘ,A780,XS2814740903,2.820,2034/11/01,CNY,103.32,2026/08/25,99.69,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A780,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A780.pdf
2026-09-25 11:51:23,是,美林私人有限公司債券ＸＩ,A781,XS2814745886,4.680,2034/10/28,AUD,95.46,2026/09/24,91.36,2026/09/24,月,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A781,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A781.pdf
