抓取時間,是否開放申購,產品名稱,產品代碼,ISIN_CODE,票面利率,到期日,計價幣別,申購參考報價,申購報價日,贖回參考報價,贖回報價日,配息頻率,風險報酬等級,申購資格,走勢圖連結,產品說明書連結
2026-09-25 11:51:23,是,澳洲航空公司債券ＩＩＩ,A525,AU3CB0274280,5.250,2030/09/09,AUD,99.20,2026/09/24,96.10,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A525,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A525.pdf
2026-09-25 11:51:23,是,３Ｍ公司債券Ｉ,A527,US88579YBK64,3.250,2049/08/26,USD,68.47,2026/09/24,63.53,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A527,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A527.pdf
2026-09-25 11:51:23,否,阿聯酋杜拜國民銀行債券ＶＩＩ,A528,XS2262826618,3.760,2027/11/24,CNY,97.10,2025/02/21,94.30,2026/09/24,年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A528,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A528.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＸ,A530,XS2043730949,7.350,2034/09/15,ZAR,81.68,2025/02/21,88.06,2026/09/23,月,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A530,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A530.pdf
2026-09-25 11:51:23,否,阿聯酋杜拜國民銀行債券ＶＩＩＩ,A531,XS2272728564,2.500,2035/12/11,USD,63.43,2025/02/21,62.89,2026/09/24,年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A531,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A531.pdf
2026-09-25 11:51:23,否,騰訊控股公司債券Ｉ,A532,US88032XAN49,3.975,2029/04/11,USD,100.21,2026/09/04,96.95,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A532,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A532.pdf
2026-09-25 11:51:23,是,騰訊控股公司債券ＩＩ,A533,US88032XAV64,3.240,2050/06/03,USD,68.73,2026/09/24,63.24,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A533,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A533.pdf
2026-09-25 11:51:23,是,慧與科技公司債券ＩＩ,A534,US42824CAY57,6.350,2045/10/15,USD,102.08,2026/09/24,97.08,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A534,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A534.pdf
2026-09-25 11:51:23,是,摩根士丹利金融有限責任公司債券ＩＩＩ－零息債,A537,XS2175210090,無配息,2035/12/30,ZAR,44.95,2026/09/24,41.75,2026/09/24,-,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A537,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A537.pdf
2026-09-25 11:51:23,是,自由港麥克莫蘭銅金公司債券ＩＩ,A538,US35671DBJ37,5.400,2034/11/14,USD,99.03,2026/09/24,96.58,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A538,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A538.pdf
2026-09-25 11:51:23,否,微軟公司債券ＩＩＩ,A539,US594918BU71,3.950,2056/08/08,USD,75.70,2026/09/24,70.18,2026/09/24,半年,RR5,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A539,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A539.pdf
2026-09-25 11:51:23,否,南非政府公債ＩＩＩ,A540,ZAG000125972,8.875,2035/02/28,ZAR,91.84,2025/02/21,101.20,2026/09/23,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A540,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A540.pdf
2026-09-25 11:51:23,否,波音公司債券ＩＶ,A541,US097023CN34,2.950,2030/02/01,USD,92.03,2024/09/16,91.74,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A541,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A541.pdf
2026-09-25 11:51:23,否,波音公司債券Ｖ,A543,US097023CQ64,3.750,2050/02/01,USD,74.49,2024/09/16,67.64,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A543,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A543.pdf
2026-09-25 11:51:23,否,波音公司債券ＶＩ,A544,US097023CR48,3.950,2059/08/01,USD,72.52,2024/09/16,65.35,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A544,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A544.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＸＩ－零息債,A545,XS2086746927,無配息,2035/01/02,ZAR,106.04,2025/02/21,137.72,2026/09/23,-,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A545,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A545.pdf
2026-09-25 11:51:23,否,匯豐控股或有可轉換次順位永續債券ＸＩＶ,A546,US404280CN71,4.600,無到期日,USD,85.66,2024/04/26,91.30,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A546,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A546.pdf
2026-09-25 11:51:23,否,卡達國家銀行金融有限公司債券ＶＩ,A547,XS2305731403,2.800,2028/02/24,CNY,94.10,2025/02/21,97.02,2026/09/24,年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A547,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A547.pdf
2026-09-25 11:51:23,是,甲骨文公司債券Ｉ,A548,US68389XBX21,3.600,2050/04/01,USD,60.68,2026/09/24,55.82,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A548,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A548.pdf
2026-09-25 11:51:23,是,甲骨文公司債券ＩＩ,A549,US68389XBY04,3.850,2060/04/01,USD,59.16,2026/09/24,53.78,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A549,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A549.pdf
2026-09-25 11:51:23,是,耐吉公司債券Ｉ,A550,US654106AE35,3.875,2045/11/01,USD,79.02,2026/09/24,74.18,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A550,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A550.pdf
2026-09-25 11:51:23,否,租借金融有限公司債券 Ｉ,A551,AU3CB0278711,3.700,2031/03/31,AUD,83.21,2024/04/26,86.82,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A551,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A551.pdf
2026-09-25 11:51:23,是,百事公司債券ＩＩ,A552,US713448EP96,2.875,2049/10/15,USD,64.86,2026/09/24,60.01,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A552,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A552.pdf
2026-09-25 11:51:23,是,Ｔ－ＭＯＢＩＬＥ電信公司債券ＶＩ,A553,US87264ABN46,3.300,2051/02/15,USD,65.05,2026/09/24,60.16,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A553,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A553.pdf
2026-09-25 11:51:23,是,Ｔ－ＭＯＢＩＬＥ電信公司債券ＶＩＩ,A554,US87264AAZ84,4.500,2050/04/15,USD,79.59,2026/09/24,74.73,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A554,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A554.pdf
2026-09-25 11:51:23,是,輝瑞大藥廠公司債券Ｉ,A555,US717081FA61,2.700,2050/05/28,USD,62.24,2026/09/24,57.36,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A555,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A555.pdf
2026-09-25 11:51:23,是,３Ｍ公司債券 ＩＩ,A556,US88579EAC93,5.700,2037/03/15,USD,101.63,2026/09/24,98.29,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A556,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A556.pdf
2026-09-25 11:51:23,是,威士卡公司債券Ｉ,A557,US92826CAE21,4.150,2035/12/14,USD,93.05,2026/09/24,90.13,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A557,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A557.pdf
2026-09-25 11:51:23,是,默克藥廠債券Ｉ,A558,US58933YAV74,3.900,2039/03/07,USD,86.15,2026/09/24,82.60,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A558,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A558.pdf
2026-09-25 11:51:23,是,寶僑公司債券Ｉ,A559,US742718DF34,5.550,2037/03/05,USD,103.35,2026/09/24,100.23,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A559,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A559.pdf
2026-09-25 11:51:23,是,寶僑公司債券ＩＩ,A560,US742718FJ38,3.550,2040/03/25,USD,84.08,2026/09/24,79.71,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A560,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A560.pdf
2026-09-25 11:51:23,是,微軟公司債券ＩＶ,A561,US594918BZ68,4.100,2037/02/06,USD,92.02,2026/09/24,88.96,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A561,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A561.pdf
2026-09-25 11:51:23,否,戴爾國際有限責任公司與ＥＭＣ公司債券ＩＩ,A562,US24703TAE64,4.900,2026/10/01,USD,100.99,2024/04/26,99.81,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A562,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A562.pdf
2026-09-25 11:51:23,是,阿斯特捷利康公司債券Ｉ,A563,US046353AZ13,3.000,2051/05/28,USD,66.30,2026/09/24,61.44,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A563,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A563.pdf
2026-09-25 11:51:23,是,福特汽車公司債券ＩＶ,A564,US345370CQ17,4.750,2043/01/15,USD,79.20,2026/09/24,74.94,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A564,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A564.pdf
2026-09-25 11:51:23,是,福特汽車公司債券Ｖ,A565,US345370BR09,7.400,2046/11/01,USD,104.91,2026/09/24,99.16,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A565,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A565.pdf
2026-09-25 11:51:23,是,軟體銀行集團債券ＶＩＩ,A566,XS2361253607,5.250,2031/07/06,USD,93.60,2026/09/24,89.32,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A566,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A566.pdf
2026-09-25 11:51:23,否,流明科技公司債券ＩＩＩ,A567,USU54985AA15,5.375,2029/06/15,USD,90.22,2024/12/27,92.74,2026/09/24,半年,RR5,限OBU專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A567,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A567.pdf
2026-09-25 11:51:23,是,ＡＴ＆Ｔ公司債券ＩＸ,A568,US00206RLV23,3.650,2059/09/15,USD,63.53,2026/09/24,58.38,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A568,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A568.pdf
2026-09-25 11:51:23,否,聯邦快遞公司債券Ｉ,A569,US31428XCE40,3.250,2041/05/15,USD,74.88,2025/01/09,68.59,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A569,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A569.pdf
2026-09-25 11:51:23,是,三菱日聯金融集團債券Ｉ,A570,US606822BE37,4.153,2039/03/07,USD,88.80,2026/09/24,84.92,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A570,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A570.pdf
2026-09-25 11:51:23,是,ＩＢＭ公司債券Ｉ,A571,US459200KL41,2.950,2050/05/15,USD,61.75,2026/09/24,56.81,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A571,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A571.pdf
2026-09-25 11:51:23,否,音巴克公司債券Ｉ,A573,US29078EAA38,7.995,2036/06/01,USD,29.11,2026/06/11,12.54,2026/09/24,半年,RR5,限OBU專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A573,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A573.pdf
2026-09-25 11:51:23,否,阿聯酋杜拜國民銀行債券ＩＸ,A574,XS2406737622,3.600,2031/11/09,AUD,82.80,2025/02/21,74.35,2026/09/24,年,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A574,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A574.pdf
2026-09-25 11:51:23,是,金魚公司永續發展連結債券Ｉ,A575,US86964WAK80,3.125,2032/01/15,USD,89.14,2026/09/24,86.73,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A575,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A575.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＸＩＩ,A577,XS2365562128,8.050,2036/07/23,ZAR,78.67,2025/02/21,85.49,2026/09/23,年,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A577,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A577.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＸＩＩＩ,A578,XS2394881291,3.050,2031/10/15,CNY,97.16,2025/02/21,100.83,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A578,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A578.pdf
2026-09-25 11:51:23,是,惠普公司永續發展債券ＩＩ,A579,US40434LAJ44,2.650,2031/06/17,USD,89.21,2026/09/24,86.63,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A579,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A579.pdf
2026-09-25 11:51:23,否,墨西哥石油公司債券Ｘ,A581,US71643VAB18,6.700,2032/02/16,USD,84.10,2024/04/26,97.67,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A581,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A581.pdf
2026-09-25 11:51:23,否,阿聯酋杜拜國民銀行債券Ｘ,A582,XS2447755609,3.700,2032/02/23,AUD,92.15,2023/06/07,74.30,2026/09/24,年,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A582,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A582.pdf
2026-09-25 11:51:23,否,本田汽車公司綠色債券Ｉ,A583,US438127AB80,2.534,2027/03/10,USD,99.37,2025/12/26,98.71,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A583,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A583.pdf
2026-09-25 11:51:23,是,匯豐控股次順位債券ＸＶ,A584,US404280AG49,6.500,2036/05/02,USD,105.74,2026/09/24,102.90,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A584,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A584.pdf
2026-09-25 11:51:23,否,美國公債Ｉ,A585,US91282CEF41,2.500,2027/03/31,USD,99.69,2026/08/21,98.94,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A585,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A585.pdf
2026-09-25 11:51:23,是,美國公債ＩＩ,A586,US91282CDJ71,1.375,2031/11/15,USD,84.55,2026/09/24,83.47,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A586,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A586.pdf
2026-09-25 11:51:23,是,美國公債ＩＩＩ,A587,US912810TD00,2.250,2052/02/15,USD,58.87,2026/09/24,55.59,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A587,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A587.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＸＩＶ,A588,XS2455417910,4.000,2027/05/15,USD,97.61,2025/02/21,98.14,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A588,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A588.pdf
2026-09-25 11:51:23,否,台積電子公司債券Ｉ,A589,US872898AF83,3.875,2027/04/22,USD,101.07,2026/02/11,99.23,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A589,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A589.pdf
2026-09-25 11:51:23,否,台積電子公司債券ＩＩ,A590,US872898AG66,4.125,2029/04/22,USD,100.08,2026/09/15,97.38,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A590,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A590.pdf
2026-09-25 11:51:23,是,台積電子公司債券ＩＩＩ,A591,US872898AH40,4.250,2032/04/22,USD,96.71,2026/09/24,94.19,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A591,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A591.pdf
2026-09-25 11:51:23,是,台積電子公司債券ＩＶ,A592,US872898AJ06,4.500,2052/04/22,USD,90.02,2026/09/24,84.83,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A592,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A592.pdf
2026-09-25 11:51:23,否,國際金融公司債券Ｉ,A593,XS1649504096,7.000,2027/07/20,MXN,101.09,2025/12/19,99.30,2026/09/24,年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A593,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A593.pdf
2026-09-25 11:51:23,是,高盛金融公司國際有限公司債券ＩＩ,A594,XS2019705552,3.300,2037/03/22,USD,83.16,2026/09/24,78.35,2026/09/24,季,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A594,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A594.pdf
2026-09-25 11:51:23,否,台積電子公司債券Ｖ,A599,USG91139AK43,4.375,2027/07/22,USD,99.99,2024/04/26,99.27,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A599,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A599.pdf
2026-09-25 11:51:23,是,台積電子公司債券ＶＩ,A600,USG91139AL26,4.625,2032/07/22,USD,98.48,2026/09/24,96.01,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A600,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A600.pdf
2026-09-25 11:51:23,是,波克夏海瑟威公司債券ＩＩ,A602,US084670BK32,4.500,2043/02/11,USD,88.71,2026/09/24,84.48,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A602,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A602.pdf
2026-09-25 11:51:23,是,波克夏海瑟威金融公司債券Ｉ,A603,US084664CQ25,4.200,2048/08/15,USD,80.78,2026/09/24,76.01,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A603,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A603.pdf
2026-09-25 11:51:23,是,高盛金融公司國際有限公司債券ＩＩＩ,A604,XS2080947265,3.250,2027/09/26,CNY,102.93,2026/09/24,100.32,2026/09/24,季,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A604,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A604.pdf
2026-09-25 11:51:23,是,福斯集團美國金融公司債券Ｉ,A605,USU9273ACK98,4.750,2028/11/13,USD,99.63,2026/09/24,98.03,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A605,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A605.pdf
2026-09-25 11:51:23,是,豐田汽車公司債券Ｉ,A606,US892331AN94,2.362,2031/03/25,USD,90.05,2026/09/24,87.68,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A606,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A606.pdf
2026-09-25 11:51:23,是,三菱日聯金融集團債券ＩＩ,A607,US606822BR40,2.559,2030/02/25,USD,92.69,2026/09/24,90.62,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A607,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A607.pdf
2026-09-25 11:51:23,是,三井住友金融集團債券Ｉ,A608,US86562MCN83,2.472,2029/01/14,USD,95.77,2026/09/24,93.37,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A608,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A608.pdf
2026-09-25 11:51:23,否,ＭＥＴＡ平台公司債券Ｖ,A609,US30303M8G02,3.500,2027/08/15,USD,100.80,2026/01/13,98.78,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A609,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A609.pdf
2026-09-25 11:51:23,是,ＭＥＴＡ平台公司債券ＶＩ,A610,US30303M8H84,3.850,2032/08/15,USD,92.74,2026/09/24,90.34,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A610,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A610.pdf
2026-09-25 11:51:23,是,ＭＥＴＡ平台公司債券ＶＩＩ,A611,US30303M8J41,4.450,2052/08/15,USD,74.82,2026/09/24,70.05,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A611,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A611.pdf
2026-09-25 11:51:23,是,ＭＥＴＡ平台公司債券ＶＩＩＩ,A612,US30303M8K14,4.650,2062/08/15,USD,73.24,2026/09/24,68.31,2026/09/24,半年,RR5,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A612,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A612.pdf
